"","titles","date","time","url","news_content"
"11","瞒报行程，辽宁朝阳市一密接者解除隔离后将被依法处罚","2021-11-12","20:08","https://www.thepaper.cn/newsDetail_forward_15351198","2021年11月11日，辽宁省朝阳市疾控中心发布吉林确诊病例13名密接者在朝阳市轨迹和寻找次密接者的消息，经朝阳市公安、疾控流调人员再次流调，发现其中一名吉林确诊病例密接者隐瞒了大连行程及营口接触人员。对于该密接者的瞒报行为，朝阳市双塔区防指决定，在解除隔离后，将其移交公安机关依法予以处罚。经流行病学调查，该名密接人员活动轨迹更正如下：2021年11月7日乘G3649（售票信息为04车01A，自述07车厢座位号不详）从凌源至朝阳高铁，于17:00左右到达朝阳。一个半小时后转乘G3527 （02车3B）去往大连北站。11月8日2时许到达大连北站，下车后乘坐出租车（车号不详）到如家宾馆（南关店）入住；10:00左右退房后乘坐出租车（车号不详）到甘井子区泉水N3小区；中午在小区内灯饰销售部独自一人进餐；下午（具体时间记不清）乘坐出租车（车号不详）到大连中心医院做核酸检测，后乘坐出租车（车号不详）返回小区。晚上（具体时间记不清）乘坐出租车（车号不详）到酸菜鱼小吃店进餐（具体地点不清，车费人民币10元）；进餐后到阳光大药房消费，后乘坐出租车（车号不详）返回小区，后一直未外出。11月9日8:00左右从小区栅栏缺口离开小区，步行半小时后乘坐出租车（车号不详）到达大连站；10:00左右拼车（车号不详）去营口，车上司机一名、副驾驶30岁左右女士一名；13:30到达大连与营口鲅鱼圈交界处，由朋友自驾车接走；17:30左右到达自助大饭盒进餐，18:00多离开饭店，19:00由朋友送至达德庄宾馆入住。22:00到宾馆对面丰园水果超市购货，后与朋友回宾馆，未再外出。11月10日9:00结账离开宾馆，去附近小吃店吃早餐（小吃店名字记不清，小吃店对面有一个大火勺店）；餐后由朋友自驾车送至营口东站；11:30左右乘G3516（2车6B）从营口东至朝阳，到朝后接到疫情通知电话，由朝阳高铁站步行2小时到达七天宾馆进行隔离。请上述时间段与密接者存在同时空可能接触的人员，第一时间主动向所在社区（村）、工作单位、入住酒店进行报备，第一时间进行一次核酸检测，并配合有关部门落实好相关疫情防控措施。一旦出现发热、干咳、乏力、咽痛、嗅（味）觉减退、腹泻等症状，请立即到就近的发热门诊就诊，主动如实告知个人活动史及可能接触史等，检测就诊过程中应全程佩戴口罩，就医途中避免乘坐公共交通工具。对瞒报、谎报造成疫情扩散等严重后果的，将依法追究责任。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"12","市监总局：加强供气供暖相关特种设备安全工作","2021-11-12","20:06","https://www.thepaper.cn/newsDetail_forward_15351177","近期，全国发生多起燃气爆炸事故，造成人员伤亡和财产损失。市场监管总局要求各地市场监管部门和有关单位深刻吸取事故教训，举一反三，强化风险意识，加强供气供暖相关特种设备安全工作，保障民生用气用暖安全。供气供暖相关特种设备使用单位要落实安全主体责任，加强对相关特种设备的安全风险评估和隐患排查治理，以供暖锅炉、供气供暖压力容器和压力管道为主要对象，按照法规规范相关要求开展全面自查，建立安全隐患台账，对发现的隐患应当立即采取措施予以消除。各地市场监管部门要督促使用单位开展全面自查并报送自查结果。根据使用单位自查结果，结合本地区实际情况和年度现场监督检查工作计划，重点对发现安全隐患较多的供气供暖相关特种设备使用单位开展监督检查。加大执法力度，要求使用单位强化隐患排查治理的闭环管理，对未按法规规范要求开展定期检验等情况责令限期整改，及时消除隐患。监督检查工作中发现的重大隐患和系统性风险，应当及时向当地政府和上级市场监管部门报告。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"13","澳门明年按4大重点推进旅游业复苏发展：与横琴深度旅游合作","2021-11-12","20:05","https://www.thepaper.cn/newsDetail_forward_15351132","澳门旅游发展委员会2021年第二次全会会议今日（11月12日）在澳门科学馆举行，会议由经济财政司司长、旅游发展委员会主席李伟农主持，多名委员就澳门旅游业现况积极提出建议，旅游局明年将从扩客源、提振社区旅游经济、深化“旅游+”及区域合作四个方面推动旅游业复苏与发展。李伟农司长表示，早前新冠肺炎疫情对澳门旅游业及经济造成一定冲击。特区政府在谨慎及善用财政资源的前提下，推出了8项中小企疫情支援措施，让商户存续及保障本地雇员就业，保持社会稳定。他续称，《横琴粤澳深度合作区建设总体方案》出台后，特区政府将全力把握深合区融合发展新机遇，积极推动琴澳及相关产业的合作。他期望业界积极配合特区政府的工作方向，规划及推广琴澳海岛游、中医养生游及特色旅游路线，以及旅游+会展、体育等，共拓新的发展空间，把握新的发展机遇。首9个月旅客按年升43%旅游局副局长程卫东于会上介绍了澳门最新旅游业概况。按目前的数据，今年1至9月，访澳旅客、留宿旅客、酒店住客数字都有较大的增幅，其中，入境旅客575.6万人次，按年增加43.2%，平均逗留时间为1.6日(按年上升0.2日)；留宿旅客逾290.4万人次，增加61.3%，平均逗留时间为3.1日(按年上升0.3日)；酒店住客504万人次，跃升111.7%，平均逗留时间为1.8晚(按年上升0.2晚)。总的来说，1至10月期间酒店场所平均入住率维持于4至6成水平之间。疫情稳定近月旅客回升9月至本月初，虽然访澳旅客量曾经受疫情影响，但当出入境限制措施放宽，配合旅游局的宣传推广，旅客量均可在较短时间内有所回升。数据显示，近月来澳旅客已较早前有明显上升，10月20日至11月10日的日均旅客量达25,168人次，较9月日均人次上升20%。精准行销年轻内地旅客稳步上扬据统计资料显示，今年首9个月，年龄层介乎15至24岁的内地旅客占比呈稳步上扬趋势。有鉴于年青消费族群出游的潜力，旅游局近年针对目标客群使用网上平台的习惯，运用精准的行销策略，向他们加大宣传推广。自2020年9月起，借着内地恢复办理居民赴澳门旅游签注的契机，旅游局全面铺开并持续线上线下宣传推广，除了到内地不同省市举办澳门周系列活动，线上方面，透过各社交媒体进行活动推广，先后推出澳门酒店半价券、旅客消费券及机票买一送一券，又邀请内地KOL来澳体验活动及在其平台中宣传，带动内地旅客游澳意欲。乘着1至9月旅客量正增长的势头，旅游局于11及12月加推盛事活动招客。快将于12月开幕的“2021澳门光影节”及“翱游澳门无人机表演盛会”将引发双重号召力，为澳门增添夜间休闲节目；此外，旅游局与不同社团合作并由多个政府部门协办的“游澳消费乐满FUN活动”由11月延续至明年初，竭力吸引市民及旅客到各区游历和消费，促进社区经济。向委员简介《总体规划》首份检视研究结果旅游局亦向委员简介《澳门旅游业发展总体规划》首份检视研究结果，未来将落实推进涵盖：旅游产品及设施、优质旅游及协作、精准营销、城市建设、智慧科技、区域和国际合作等6个范畴的“焦点行动”。明年4大重点工作：扩客源、社区旅游经济、深化“旅游+”及区域合作旅游局局长文绮华在会上介绍明年旅游局将按4大重点推进工作，包括：1. 扩客源助旅游服务业复苏：多管道宣传澳门安全宜游、创建新颖内容引客；2. 提振社区经济：推出“社区旅游经济拓展”、“美食文化推广”及“滨海旅游”专项资助计划、调整“星级旅游服务认可计划”、制作结合本地热门旅游景点及文化元素的宣传短片；3. 深化“旅游+”跨界融合，促旅游业提质建设：包括“旅游+会展”、“旅游+体育”、“旅游+电商”、“旅游+文创”、促旅游业提质建设；4. 深化区域合作：与横琴深度旅游合作、加强大湾区旅游合作。委员踊跃发言提出多项建议会上多位委员提出意见及建议，当中包括：深化“旅游+”会展、美食、体育的发展、“深合区”的发展及配套、智慧旅游、旅游质量、营销策略、优惠措施、宣传打卡点、人才培训、延长逗留时间、内地签注、香港市场等。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"14","支持奖励中国艺术美学，首届金逸奖本月底颁出","2021-11-12","20:05","https://www.thepaper.cn/newsDetail_forward_15351180","参展和获奖，是艺术市场对艺术家评判标准中具有参考性的两项因素。中国具有影响力的艺术类奖项、榜单并不多，包括徐悲鸿美术奖、中国书法兰亭奖等。11月12日，一项面对艺术界的大奖――首届“第一坊金逸奖”正式在上海对外公布，并将于本月底揭晓，届时将颁出一名金逸奖、四名提名奖、一名艺术贡献奖，奖金总额为100万元。首届金逸奖将鼓励在绘画领域做出卓越贡献的艺术家，未来将向更多艺术美学领域进一步拓展，更好支持和发扬中国传统文化美学，持续支持中国艺术发展。据悉，“第一坊金逸奖”的诞生源于中国互联网艺术大会秘书长王嘉沐与水井坊相关负责人在商谈第二届中国互联网艺术大会合作的过程中，触发了这个创意，取名“第一坊金逸奖”源自中国传统文化中对于绘画艺术的评价，唐宋八大家之一的苏辙在“汝州龙兴寺修吴画殿记”一文中提到“画格有四，曰能、妙、神、逸，盖能不及妙，妙不及神，神不及逸”。以“逸”代表绘画的最高境界，金逸奖取其意、表达向艺术美学领域实现更高突破、取得杰出成就、做出卓越贡献的艺术家致敬。经过半年多时间的持续努力和推进，诞生了今天这个大奖。“金逸奖”委员会成员包括知名艺术家丁绍光、中央美术学院副院长谭平等。金逸奖奖杯金逸奖发布会现场在12日举行的发布会上，“第一坊金逸奖”奖杯也露出真容，这座由丁绍光设计，联手青年艺术家贾维克创作而成的奖杯描绘了一个象征艺术与腾飞的东方女神，并由上海老凤祥有限公司承接制作。奖杯耗用一公斤黄金、由老凤祥两位国家级工艺美术大师张京羊与张心一亲自领衔把关制作，以老凤祥国家级非物质文化遗产“金银细工”制作技艺，运用锻造、翻模、精铸、錾刻、焊接、抛镀等工艺精心制作。据悉，目前国内针对艺术的大奖中，“中国美术奖”由中国文学艺术界联合会、中国美术家协会等主办，“徐悲鸿美术奖”由中国文化艺术联合会于2003年设立，是全国画院系统中的最高学术奖项。不少大型国际艺术机构也都设有自己的奖项，如泰特美术馆的特纳奖、蓬皮杜艺术中心的马歇尔杜尚奖、上海当代艺术博物馆的青年策展人奖项等，而这些奖项对于社会和艺术的影响力也与日俱增。其中特纳奖（Turner）作为欧洲乃至享誉世界的当代艺术大奖，以英国绘画泰斗威廉・特纳的名字命名，以发展和推动先锋艺术为宗旨，奖金2.5万英镑。颁发给在前一年中举办过出色展览或以其他方式展示其作品的50岁以下英国艺术家。在英国，“约翰・莫尔绘画奖”是一项没有赞助商、行政官僚参与的绘画奖，其设立初衷是希望能够吸引最优秀的艺术家，奉献最优质的绘画作品。英国泰特美术馆，每年特纳奖入围作品均在该馆展览。图源：泰特美术馆<U+00A0>“2020约翰・莫尔绘画奖（中国）作品展”展览现场也有观点认为，艺术创造是非常个人化的行为，因此艺术只有主观意义上的好恶之分，而无客观层面上的好坏之分，很难以评奖的形式来对艺术的价值做出令人信服的判断。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"15","证监会谈康美药业案：巨额民事赔偿让“首恶”承担应有责任","2021-11-12","18:32","https://www.thepaper.cn/newsDetail_forward_15351023","证监会有关部门负责人就康美药业特别代表人诉讼案作出判决答记者问。1、问：近日，广州中院对康美药业特别代表人诉讼案依法作出一审判决。作为监管机构，如何看待这次诉讼结果？答：康美药业证券纠纷案是我国首单特别代表人诉讼案件。康美药业公司连续3年财务造假，涉案金额巨大，持续时间长，性质特别严重，社会影响恶劣，严重损害了投资者的合法权益。作为投资者保护机构中证中小投资者服务中心响应市场呼声，依法接受投资者委托，作为代表人参加康美药业代表人诉讼，为投资者争取最大权益。此次法院依法作出一审判决，示范意义重大，是落实新《证券法》和中办、国办《关于依法从严打击证券违法活动的意见》的有力举措，也是资本市场史上具有开创意义的标志性案件,对促进我国资本市场深化改革和健康发展，切实维护投资者合法权益具有里程碑意义。证监会对此表示支持，并将依法监督投资者保护机构，配合人民法院做好后续相关工作。下一步，证监会将在全面总结首单案件经验的基础上，推动完善代表人诉讼制度机制，支持投资者保护机构进一步优化案件评估、决策、实施流程，依法推进特别代表人诉讼常态化开展。2、问：此次康美药业案如何实现“惩首恶”的目标？答：相关各方坚决贯彻落实党中央国务院对资本市场违法犯罪行为“零容忍”的精神和要求，通过多种手段并举，构建了民事、行政、刑事立体化的责任追究体系，让康美药业案幕后实际操纵上市公司的为恶者付出沉重代价，实现了“惩首恶”的目标，有利于强化惩恶扬善、扶优限劣的鲜明导向，不断增强市场各方的敬畏之心，共同营造良好市场生态。一是巨额民事赔偿让“首恶”承担应有责任。此次康美药业特别代表人诉讼，法院综合考虑案件基本事实、相关被告在虚假陈述行为中的主观过错等因素，判决马兴田夫妇及邱锡伟等4名原高管人员组织策划实施财务造假，属故意行为，依法承担100%的连带赔偿责任（24.59亿元），有利于强化对资本市场违法作恶者的惩罚和震慑。二是上市公司积极追收原大股东、实际控制人占款。在广东省及各方的协调努力下，10月30日，康美药业公告披露，经揭阳中院对公司控股股东关联方资产进行强制执行，所得款项共计16.41亿元已支付至公司管理人账户，用于冲抵关联方占用公司资金。通过追收原大股东、实际控制人占用资金，有利于更好地保护广大中小投资者的合法权益，也让上市公司重新轻装上阵。三是司法机关同步追究原大股东、实际控制人刑事责任。经侦查终结，佛山市检察院已于10月27日向佛山中院提起公诉，指控马兴田犯相关刑事证券犯罪。佛山中院于当日立案受理相关案件，并与前期受理的康美药业、马兴田单位行贿案合并审理，切实追究相关行为人的刑事责任。3、什么是中国特色的集团诉讼或特别代表人诉讼，与普通代表人诉讼有什么区别？答：按照新《证券法》以及《最高人民法院关于证券纠纷代表人诉讼若干问题的规定》（法释〔2020〕5号）的相关规定，人民法院启动普通代表人诉讼，发布权利登记公告，投资者保护机构在公告期间受50名以上投资者的特别授权，可以依法作为代表人参加特别代表人诉讼。其与普通代表人诉讼的区别为：一是诉讼代表人不同。普通代表人诉讼的代表人是投资者，特别代表人诉讼的代表人是投资者保护机构。二是诉讼加入原则不同。相较普通代表人诉讼的“明示加入”，特别代表人诉讼是“默示加入”，能够扩大投资者保护的范围，更好发挥对违法行为的震慑作用。三是诉讼效果不同。相较普通代表人诉讼，特别代表人诉讼能够一次性解决纠纷，但也意味着相关责任人短期内面临巨额赔偿，增大了破产风险，增加获得赔偿的不确定性。两种诉讼方式各有优劣，无论哪种方式都是落实新《证券法》保护投资者、威慑违法行为人的重要举措。在具体个案中采用哪种诉讼方式更有利，需要结合个案情况具体分析。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"16","“世维会”在捷克从事反华分裂活动，中使馆：强烈谴责","2021-11-12","19:14","https://www.thepaper.cn/newsDetail_forward_15351054","驻捷克使馆发言人就“世维会”在捷克从事反华分裂活动答记者问。问：“世维会”将于11月12日至14日在捷克举行有关国际会议和代表大会，捷克个别机构和人士将应邀出席。请问中方对此有何评论？答：中方注意到有关报道，对“世维会”在捷克从事反华分裂活动予以强烈谴责，对捷克个别机构和政客借机干涉中国内政表示坚决反对。“世维会”是彻头彻尾的反华分裂组织，长期炮制涉疆谣言谎言，散播宗教极端思想，煽动暴恐分裂活动。“世维会”头目多力坤・艾沙是中国政府认定的恐怖分子，涉嫌在中国境内组织实施系列暴力恐怖案件和严重刑事犯罪案件。多力坤等近年来企图把自己包装成所谓“受害者”角色，但他们作为恐怖分子的本质无法“漂白”，犯下的罪行必将受到法律严惩。涉疆问题根本不是什么民族、宗教、人权问题，而是反暴恐、反分裂、去极端化问题。所谓新疆“种族灭绝”“文化灭绝”“强迫劳动”等说法是彻彻底底的谎言，是无视事实、别有企图的政治把戏。中国治疆政策和新疆发展成就不容诬蔑。目前新疆社会稳定，已连续4年多未发生暴恐案件，经济快速发展，民生大幅改善，2020年新疆GDP突破1.3万亿元人民币（约合4.3万亿捷克克朗），人均可支配收入达23845元人民币（约合78689捷克克朗），现行标准下306.49万农村贫困人口已全部脱贫。根据2020年第七次全国人口普查数据，新疆维吾尔族人口从2010年的1000.13万人增长至2020年的1162.43万，增长16.23%。新疆依法开展国家通用语言文字教学，同时充分保障少数民族学生学习本民族语言文字的权利，有效促进少数民族语言文化的传承发展。中方敦促捷克少数人认清“世维会”反华分裂本质，恪守国际法和国际关系基本准则，不为“世维会”反华分裂活动站台，切实为中捷关系健康稳定发展创造条件。中方欢迎包括捷克在内的世界各国人士到新疆参观访问，感受真实的新疆。中方愿同世界各国一道，携手应对恐怖主义威胁，共同维护世界和平与稳定。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"17","抖音称收到腾讯创作服务平台接入申请，腾讯方面称还在确认","2021-11-12","19:19","https://www.thepaper.cn/newsDetail_forward_15351106","11月12日，抖音在今日头条官方账号发表了题为“关于腾讯与抖音商谈对等开放的说明”文章称，其收到腾讯创作服务平台的希望接入抖音开放平台的邮件申请。抖音表示腾讯此举响应工信部关于互联互通的要求，而此前抖音多次申请微信开放平台恢复抖音和西瓜视频的分享、登录，以实现信息分享。目前抖音已回复邮件，双方产品技术人员将推进相关细节。抖音文章称，11月11日，抖音收到来自腾讯创作服务平台的申请，希望接入抖音开放平台。腾讯方面称，有大量全网热门的影视综独家版权作品的二创短视频可以外发到抖音，补充抖音内容生态。抖音展示的腾讯邮件截图显示，腾讯邮件的主要内容为，“腾讯创作服务平台有大量全网热门影视综的独家版权作品的二创短视频可外发到抖音，补充抖音内容生态，现希望能接入抖音开放平台，但公司企业法人身份证信息不对外，故在开放平台的注册环节遇到了卡点，希望相关同事看下是否有其他的方案能达成本次内容合作。”邮件附有腾讯方人员的联系人方式，其平台介绍、平台地址、测试账号等信息。抖音回应称，“腾讯这一举措响应了工信部关于互联互通的要求，我们非常高兴腾讯版权内容在抖音上分享，这将有助于同时改善腾讯和抖音双方用户的体验。此前，我们也多次申请微信开放平台恢复抖音和西瓜视频的分享、登录功能，以便双方用户更顺畅地实现信息分享。针对腾讯此次的申请，我们已经回复邮件，双方产品技术人员将尽快推进相关细节。”对此，澎湃新闻（www.thepaper.cn）联系腾讯方面核实该邮件的真实性，相关负责人表示，目前还在确认。今年7月，工信部启动互联网行业专项整治行动，整治重点之一便是“屏蔽网址链接”。监管部门明确表示，“保障合法的网址链接能被正常访问，是互联网发展的基本要求。无正当理由限制网址链接的识别、解析、正常访问，影响了用户体验，也损害了用户权益，扰乱了市场秩序。”9月13日，在国新办“推进制造强国网络强国建设 助力全面建成小康社会”新闻发布会上，工业和信息化部信息通信管理局局长赵志国表示，在企业的自查整改中，“我们了解到，部分互联网企业对屏蔽网址链接问题的认识与专项行动要求还有一定的差距。”(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
