"","titles","date","time","url","news_content"
"18","【社论】以史为鉴、开创未来，埋头苦干、勇毅前行","2021-11-12","18:06","https://www.thepaper.cn/newsDetail_forward_15350069","在建党百年的重大历史关头，党中央召开十九届六中全会。全会最重要的成果是审议通过了《中共中央关于党的百年奋斗重大成就和历史经验的决议》（简称《决议》）。全会强调“两个确立”，对新时代党和国家事业发展、对推进中华民族伟大复兴历史进程具有决定性意义；对习近平新时代中国特色社会主义思想的概括和阐述，是《决议》的突出亮点和重大贡献；《决议》以“十个坚持”总结了党百年奋斗的宝贵历史经验。《决议》是我们党的历史上第三个历史决议，是一篇马克思主义的纲领性文献；是新时代中国共产党人牢记初心使命、坚持和发展中国特色社会主义的政治宣言；是以史为鉴、开创未来、实现中华民族伟大复兴的行动指南。百年征程，波澜壮阔；风雷激荡，铸就伟业。在“党和国家事业大大向前发展了，党的理论和实践也大大向前发展了”的宏阔背景中，《决议》的问世，有利于全党全国各族人民进一步统一思想、统一意志、统一行动，从而坚定步调一致向前走的决心，奋力建功新时代的信心。从石库门到天安门，从兴业路到复兴路，我们党的百年历程有太多经验可总结。都有哪些经验要总结？我们党在百年历程中取得的应对变局、把握大局、开创新局的历史经验，取得的探索我国革命道路、建设道路、改革道路的历史经验，取得的团结带领人民推进民族复兴的历史经验，取得的敢于斗争、善于斗争的历史经验，取得的自我革命的历史经验。敢于总结是清醒，善于总结是自信。通过总结党百年奋斗的宝贵历史经验，我们深知，中国人民不但善于破坏一个旧世界、也善于建设一个新世界，只有社会主义才能救中国，只有社会主义才能发展中国。实现中华民族伟大复兴，必须有领导中国人民前进的坚强力量，这个坚强力量就是中国共产党。通过总结党百年奋斗的宝贵历史经验，我们深知，改革开放是决定当代中国前途命运的关键一招，中国特色社会主义道路是指引中国发展繁荣的正确道路，中国大踏步赶上了时代，并正在引领时代、塑造时代。找准方向，找对方法，我们党就能继续成功。过去一百年，党向人民、向历史交出了一份优异的答卷。现在，我们党团结带领中国人民又踏上了实现第二个百年奋斗目标新的赶考之路。牢记中国共产党是什么、要干什么这个根本问题，把握历史发展大势，坚定理想信念，牢记初心使命，才能行稳致远；常怀远虑、居安思危，谦虚谨慎、不骄不躁，才能穿越迷雾，看得清更遥远的未来。第二个百年奋斗征程，是历史大格局，也与我们每一个人的未来幸福息息相关。中华民族的伟大复兴，要落实在具体的个人的奋斗当中。知史以明理，知史以增信，让历史告诉现实，让现实宣告未来，我们走在了正确的道路上。胸怀千秋伟业，恰是百年风华。走过千山万水，仍需跋山涉水，勿忘昨天的苦难辉煌，无愧今天的使命担当，不负明天的伟大梦想，以史为鉴、开创未来，埋头苦干、勇毅前行，必能在新时代新征程上赢得更加伟大的胜利和荣光。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"19","瞰见｜雪后天山","随着天气逐渐转冷，新疆玛纳斯县南部山区迎来降温降雪天气，雪后的天山银装素裹，美景如画，在阳光照耀下，皑皑白雪与晶莹剔透的雾凇、若隐若现的云海相互映衬。",NA,"https://www.thepaper.cn/newsDetail_forward_15350677","
                    随着天气逐渐转冷，新疆玛纳斯县南部山区迎来降温降雪天气，雪后的天山银装素裹，美景如画，在阳光照耀下，皑皑白雪与晶莹剔透的雾凇、若隐若现的云海相互映衬。"
"20","纪念台盟成立74周年暨谢雪红同志诞辰120周年座谈会举行","2021-11-12","20:13","https://www.thepaper.cn/newsDetail_forward_15351208","纪念台盟成立74周年暨纪念谢雪红同志诞辰120周年座谈会11月12日在京举行。全国政协副主席、台盟中央主席苏辉出席并讲话。谢雪红1901年出生于台湾，1925年加入中国共产党。1947年11月，台湾民主自治同盟在香港成立，谢雪红担任主席。苏辉指出，谢雪红同志的一生，是经受革命斗争锻炼和考验的一生，是为共产主义理想、为多党合作事业、为祖国统一大业奋斗不息的一生。纪念谢雪红同志，就是要学习她顽强不屈，勇于革命的斗争精神，始终挺起精神脊梁，永远保持奋斗精神、革命精神，为早日实现祖国完全统一而不懈奋斗。座谈会由台盟中央常务副主席李钺锋主持。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"21","谢霆锋悬空转呼啦圈刷屏，医生紧急提醒：容易造成椎间盘突出",NA,NA,"https://www.thepaper.cn/newsDetail_forward_15351158","
                    近日多个社交平台掀起了“悬空转呼啦圈”的热潮11日话题#谢霆锋悬空呼啦圈#冲上热搜男艺人谢霆锋在个人账号上传了一段相关视频视频中他只用双脚做支撑在空中旋转呼啦圈而且边转还边玩手机目前，悬空呼啦圈挑战赛引来大量博主参与单条视频点赞超80w话题播放1.2亿更有网友号召“跟风”↓↓↓但上海长海医院脊柱外科主任白玉树表示：视频中的动作，需要很大的力来平衡身体重量。每个脊椎的椎间关节压力会非常大，那么从脊柱外科的角度来讲，容易造成椎间盘突出。在这么大的压力负荷下，进行旋转或者摇摆，容易造成损伤脱位。此前社交平台还有过“漫画腰”挑战参与者模仿漫画中的动作腿放在椅子上上半身趴在地这动作对腰部的考验极高需要向后折叠近90度结局却是被打脸......玩归玩，闹归闹别拿身体开玩笑本文转载自微信公众号『中国青年报』，来源：中国青年报综合中青报此前报道、@看看新闻KNEWS、网友评论等原标题：《谢霆锋悬空转呼啦圈刷屏，网友号召“跟风”？医生紧急提醒......》阅读原文"
"22","英国研究者用纤维素制成无毒可降解闪光剂，可用于化妆品","2021-11-12","20:10","https://www.thepaper.cn/newsDetail_forward_15350999","亮闪闪的化妆品、饮料、油漆、标签和包装的闪光剂一般由有毒、不可持续的材料制成，并导致塑料污染。最近，英国剑桥大学的研究者提出一种制造闪光剂的新方法――用植物、水果、蔬菜和木浆中的纤维素制造闪光剂。这种闪光剂是可持续、无毒、可生物降解的。此外，这种生产的能源密集度比传统方法低。相关论文于当地时间11月11日发表在国际知名学术期刊《自然-材料》上，标题为“Large-scale fabrication of structurally coloured cellulose nanocrystal films and effect pigments”。该论文通讯作者 Silvia Vignolini 教授表示：“传统颜料，就像你日常的闪光材料，不是可持续地生产的。”“它们进入土壤、海洋并导致整体的污染。消费者开始意识到，闪光剂虽然很有趣，但会对环境造成真正的危害。”如今，科学家们正在大力寻找更可持续的方法来生产效果颜料和功能性纳米材料，来代替这些对环境成分。这项研究的闪光剂由纤维素纳米晶体(CNC)制成，它可以通过“结构色”过程来弯曲光线，从而展示出鲜艳的色彩。同样的现象产生了自然界中一些最亮的颜色――如蝴蝶翅膀和孔雀羽毛的颜色，这种色彩即便经过一个世纪也不会褪色。纤维素纳米晶体是纤维素的衍生物，它作为可再生的植物胶体颗粒，能够通过溶剂蒸发驱动的自组装形成光子薄膜。其自组装成结构有色薄膜引起了科学界及其他领域的极大兴趣，成为生产更可持续颜料的潜在候选者。研究人员表示，他们的材料可用于替代化妆品中广泛使用的塑料闪光颗粒和微小的矿物效果颜料。在欧洲，化妆品行业每年使用约5500吨微塑料。目前，人们已经对调节纤维素纳米晶体自组装的关键过程较为理解，现在也有几家公司大量供应纳米纤维素。不过，商业开发现在还有瓶颈――仅在小规模上进行了研究，忽略了在工业环境中开发这种可持续材料所需的连续沉积过程所带来的限制和挑战。此项工作中，研究者首次展示了一种工业化大规模制造的路线：在商业卷对卷涂层装置上浇铸纤维素纳米晶体悬浮液，该悬浮液会沉积下来，随后经历干燥、分层，从而产生大尺寸的薄膜。研究者可优化自组装过程的涂层参数，制造在整个可见光范围内可调颜色的薄膜。在生产出大规模的纤维素薄膜后，研究人员将其进行热处理、研磨和尺寸分选，以产生结构上有色的颗粒，所得颗粒可以用作闪光剂或效果颜料。这种颗粒可生物降解、不含塑料、不会因水褪色，应用广泛。而且，这种闪光颗粒非常安全，甚至可以食用。此外，该过程的能源密集程度远低于传统方法。闪光剂应用不使用合成聚合物时，公司经常使用云母和二氧化钛组合成效果颜料。然而，由于后者潜在的致癌作用，二氧化钛最近在欧盟被禁止用于食品应用，而云母的提取通常发生在可能依赖剥削行为（包括童工）的发展中国家。“传统上，效果颜料矿物必须在高达 800°C 的温度下加热才能形成颜料颗粒。考虑到全球生产的矿物效果颜料的数量，你会意识到它们的使用对地球有害。”论文第一作者、博士生Benjamin Droguet表示。Vignolini表示，“我们相信，该产品可以通过提供完全可持续、可生物降解的纯素颜料和闪光剂来彻底改变化妆品行业。”尽管该过程仍需要进一步优化，但研究人员希望成立一家公司，在未来几年把这种颜料和闪光剂推向市场。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"23","央视评论：推动中国特色社会主义事业航船劈波斩浪一往无前","2021-11-12","20:10","https://www.thepaper.cn/newsDetail_forward_15351245","刚刚闭幕的党的十九届六中全会强调：“全党要坚持唯物史观和正确党史观，从党的百年奋斗中看清楚过去我们为什么能够成功、弄明白未来我们怎样才能继续成功，从而更加坚定、更加自觉地践行初心使命，在新时代更好坚持和发展中国特色社会主义。”十九届六中全会在总揽党的百年奋斗历史基础上，对“四个历史时期”尤其是中国特色社会主义进入新时代这个阶段进行了系统总结，再次明确了中国特色社会主义新时代是我国发展新的历史方位，在党的十九大基础上进一步对习近平新时代中国特色社会主义思想进行了深刻阐述，对引导全党进一步坚定道路自信，保持战略定力，以更加昂扬的姿态迈进新征程、建功新时代具有极为重要的意义。百年峥嵘，百年奋斗。此次《决议》全面梳理总结了我们党百年来不同历史时期的主要任务、伟大成就和宝贵经验，从“苦难辉煌”，到“使命担当”，再到“伟大梦想”，党领导人民探索社会主义道路的脚步始终坚定向前，中华民族也迎来了从站起来、富起来到强起来的伟大飞跃。使命在肩，永不止步。党的十八大以来，习近平总书记就新时代坚持和发展什么样的中国特色社会主义、怎样坚持和发展中国特色社会主义，建设什么样的社会主义现代化强国、怎样建设社会主义现代化强国，建设什么样的长期执政的马克思主义政党、怎样建设长期执政的马克思主义政党等重大时代课题，进行了深邃思考和科学判断，提出一系列原创性的治国理政新理念新思想新战略，是习近平新时代中国特色社会主义思想的主要创立者。习近平新时代中国特色社会主义思想是当代中国马克思主义、二十一世纪马克思主义，是中华文化和中国精神的时代精华，实现了马克思主义中国化新的飞跃。我们要深刻理解、全面把握这一重大论断，充分认识新时代在中华民族伟大复兴历史进程中的标识性意义，充分认识习近平新时代中国特色社会主义思想的原创性贡献、历史性贡献、世界性贡献。全会从十三个方面对党的十八大以来党治国理政的重大方略、重大工作、重大举措进行了系统阐述，全面反映了新时代党和国家事业的历史性成就和历史性变革。这是在习近平新时代中国特色社会主义思想指引下，以习近平同志为核心的党中央团结带领全国各族人民共同奋斗的结果。沧海横流有砥柱，万山磅礴看主峰。全会进一步阐明，党确立习近平同志党中央的核心、全党的核心地位，确立习近平新时代中国特色社会主义思想的指导地位，反映了全党全军全国各族人民共同心愿，对新时代党和国家事业发展、对推进中华民族伟大复兴历史进程具有决定性意义。党的十八大以来的实践更是充分证明，习近平总书记无愧为党中央和全党的核心、人民的领袖、时代的领路人；习近平新时代中国特色社会主义思想是全党全国人民的思想旗帜、精神旗帜。历史长河滚滚向前，时代号角催人奋进。在实现第二个百年奋斗目标新的赶考之路上，我们要胸怀“国之大者”，全面贯彻落实习近平新时代中国特色社会主义思想，增强忠诚核心、拥戴核心、维护核心的政治自觉，始终在思想上政治上行动上同以习近平同志为核心的党中央保持高度一致，坚定不移走中国特色社会主义这条唯一正确的道路，推动中国特色社会主义事业航船劈波斩浪、一往无前！(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"24","视频丨第一视角从太空看中国智造机械臂","2021-11-12","20:09","https://www.thepaper.cn/newsDetail_forward_15351189","每当熟悉的航天专用BGM又响起，别说话，让我们近距离欣赏这奇巧的机械臂。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"25","瞒报行程，辽宁朝阳市一密接者解除隔离后将被依法处罚","2021-11-12","20:08","https://www.thepaper.cn/newsDetail_forward_15351198","2021年11月11日，辽宁省朝阳市疾控中心发布吉林确诊病例13名密接者在朝阳市轨迹和寻找次密接者的消息，经朝阳市公安、疾控流调人员再次流调，发现其中一名吉林确诊病例密接者隐瞒了大连行程及营口接触人员。对于该密接者的瞒报行为，朝阳市双塔区防指决定，在解除隔离后，将其移交公安机关依法予以处罚。经流行病学调查，该名密接人员活动轨迹更正如下：2021年11月7日乘G3649（售票信息为04车01A，自述07车厢座位号不详）从凌源至朝阳高铁，于17:00左右到达朝阳。一个半小时后转乘G3527 （02车3B）去往大连北站。11月8日2时许到达大连北站，下车后乘坐出租车（车号不详）到如家宾馆（南关店）入住；10:00左右退房后乘坐出租车（车号不详）到甘井子区泉水N3小区；中午在小区内灯饰销售部独自一人进餐；下午（具体时间记不清）乘坐出租车（车号不详）到大连中心医院做核酸检测，后乘坐出租车（车号不详）返回小区。晚上（具体时间记不清）乘坐出租车（车号不详）到酸菜鱼小吃店进餐（具体地点不清，车费人民币10元）；进餐后到阳光大药房消费，后乘坐出租车（车号不详）返回小区，后一直未外出。11月9日8:00左右从小区栅栏缺口离开小区，步行半小时后乘坐出租车（车号不详）到达大连站；10:00左右拼车（车号不详）去营口，车上司机一名、副驾驶30岁左右女士一名；13:30到达大连与营口鲅鱼圈交界处，由朋友自驾车接走；17:30左右到达自助大饭盒进餐，18:00多离开饭店，19:00由朋友送至达德庄宾馆入住。22:00到宾馆对面丰园水果超市购货，后与朋友回宾馆，未再外出。11月10日9:00结账离开宾馆，去附近小吃店吃早餐（小吃店名字记不清，小吃店对面有一个大火勺店）；餐后由朋友自驾车送至营口东站；11:30左右乘G3516（2车6B）从营口东至朝阳，到朝后接到疫情通知电话，由朝阳高铁站步行2小时到达七天宾馆进行隔离。请上述时间段与密接者存在同时空可能接触的人员，第一时间主动向所在社区（村）、工作单位、入住酒店进行报备，第一时间进行一次核酸检测，并配合有关部门落实好相关疫情防控措施。一旦出现发热、干咳、乏力、咽痛、嗅（味）觉减退、腹泻等症状，请立即到就近的发热门诊就诊，主动如实告知个人活动史及可能接触史等，检测就诊过程中应全程佩戴口罩，就医途中避免乘坐公共交通工具。对瞒报、谎报造成疫情扩散等严重后果的，将依法追究责任。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"26","市监总局：加强供气供暖相关特种设备安全工作","2021-11-12","20:06","https://www.thepaper.cn/newsDetail_forward_15351177","近期，全国发生多起燃气爆炸事故，造成人员伤亡和财产损失。市场监管总局要求各地市场监管部门和有关单位深刻吸取事故教训，举一反三，强化风险意识，加强供气供暖相关特种设备安全工作，保障民生用气用暖安全。供气供暖相关特种设备使用单位要落实安全主体责任，加强对相关特种设备的安全风险评估和隐患排查治理，以供暖锅炉、供气供暖压力容器和压力管道为主要对象，按照法规规范相关要求开展全面自查，建立安全隐患台账，对发现的隐患应当立即采取措施予以消除。各地市场监管部门要督促使用单位开展全面自查并报送自查结果。根据使用单位自查结果，结合本地区实际情况和年度现场监督检查工作计划，重点对发现安全隐患较多的供气供暖相关特种设备使用单位开展监督检查。加大执法力度，要求使用单位强化隐患排查治理的闭环管理，对未按法规规范要求开展定期检验等情况责令限期整改，及时消除隐患。监督检查工作中发现的重大隐患和系统性风险，应当及时向当地政府和上级市场监管部门报告。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"27","澳门明年按4大重点推进旅游业复苏发展：与横琴深度旅游合作","2021-11-12","20:05","https://www.thepaper.cn/newsDetail_forward_15351132","澳门旅游发展委员会2021年第二次全会会议今日（11月12日）在澳门科学馆举行，会议由经济财政司司长、旅游发展委员会主席李伟农主持，多名委员就澳门旅游业现况积极提出建议，旅游局明年将从扩客源、提振社区旅游经济、深化“旅游+”及区域合作四个方面推动旅游业复苏与发展。李伟农司长表示，早前新冠肺炎疫情对澳门旅游业及经济造成一定冲击。特区政府在谨慎及善用财政资源的前提下，推出了8项中小企疫情支援措施，让商户存续及保障本地雇员就业，保持社会稳定。他续称，《横琴粤澳深度合作区建设总体方案》出台后，特区政府将全力把握深合区融合发展新机遇，积极推动琴澳及相关产业的合作。他期望业界积极配合特区政府的工作方向，规划及推广琴澳海岛游、中医养生游及特色旅游路线，以及旅游+会展、体育等，共拓新的发展空间，把握新的发展机遇。首9个月旅客按年升43%旅游局副局长程卫东于会上介绍了澳门最新旅游业概况。按目前的数据，今年1至9月，访澳旅客、留宿旅客、酒店住客数字都有较大的增幅，其中，入境旅客575.6万人次，按年增加43.2%，平均逗留时间为1.6日(按年上升0.2日)；留宿旅客逾290.4万人次，增加61.3%，平均逗留时间为3.1日(按年上升0.3日)；酒店住客504万人次，跃升111.7%，平均逗留时间为1.8晚(按年上升0.2晚)。总的来说，1至10月期间酒店场所平均入住率维持于4至6成水平之间。疫情稳定近月旅客回升9月至本月初，虽然访澳旅客量曾经受疫情影响，但当出入境限制措施放宽，配合旅游局的宣传推广，旅客量均可在较短时间内有所回升。数据显示，近月来澳旅客已较早前有明显上升，10月20日至11月10日的日均旅客量达25,168人次，较9月日均人次上升20%。精准行销年轻内地旅客稳步上扬据统计资料显示，今年首9个月，年龄层介乎15至24岁的内地旅客占比呈稳步上扬趋势。有鉴于年青消费族群出游的潜力，旅游局近年针对目标客群使用网上平台的习惯，运用精准的行销策略，向他们加大宣传推广。自2020年9月起，借着内地恢复办理居民赴澳门旅游签注的契机，旅游局全面铺开并持续线上线下宣传推广，除了到内地不同省市举办澳门周系列活动，线上方面，透过各社交媒体进行活动推广，先后推出澳门酒店半价券、旅客消费券及机票买一送一券，又邀请内地KOL来澳体验活动及在其平台中宣传，带动内地旅客游澳意欲。乘着1至9月旅客量正增长的势头，旅游局于11及12月加推盛事活动招客。快将于12月开幕的“2021澳门光影节”及“翱游澳门无人机表演盛会”将引发双重号召力，为澳门增添夜间休闲节目；此外，旅游局与不同社团合作并由多个政府部门协办的“游澳消费乐满FUN活动”由11月延续至明年初，竭力吸引市民及旅客到各区游历和消费，促进社区经济。向委员简介《总体规划》首份检视研究结果旅游局亦向委员简介《澳门旅游业发展总体规划》首份检视研究结果，未来将落实推进涵盖：旅游产品及设施、优质旅游及协作、精准营销、城市建设、智慧科技、区域和国际合作等6个范畴的“焦点行动”。明年4大重点工作：扩客源、社区旅游经济、深化“旅游+”及区域合作旅游局局长文绮华在会上介绍明年旅游局将按4大重点推进工作，包括：1. 扩客源助旅游服务业复苏：多管道宣传澳门安全宜游、创建新颖内容引客；2. 提振社区经济：推出“社区旅游经济拓展”、“美食文化推广”及“滨海旅游”专项资助计划、调整“星级旅游服务认可计划”、制作结合本地热门旅游景点及文化元素的宣传短片；3. 深化“旅游+”跨界融合，促旅游业提质建设：包括“旅游+会展”、“旅游+体育”、“旅游+电商”、“旅游+文创”、促旅游业提质建设；4. 深化区域合作：与横琴深度旅游合作、加强大湾区旅游合作。委员踊跃发言提出多项建议会上多位委员提出意见及建议，当中包括：深化“旅游+”会展、美食、体育的发展、“深合区”的发展及配套、智慧旅游、旅游质量、营销策略、优惠措施、宣传打卡点、人才培训、延长逗留时间、内地签注、香港市场等。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
"28","支持奖励中国艺术美学，首届金逸奖本月底颁出","2021-11-12","20:05","https://www.thepaper.cn/newsDetail_forward_15351180","参展和获奖，是艺术市场对艺术家评判标准中具有参考性的两项因素。中国具有影响力的艺术类奖项、榜单并不多，包括徐悲鸿美术奖、中国书法兰亭奖等。11月12日，一项面对艺术界的大奖――首届“第一坊金逸奖”正式在上海对外公布，并将于本月底揭晓，届时将颁出一名金逸奖、四名提名奖、一名艺术贡献奖，奖金总额为100万元。首届金逸奖将鼓励在绘画领域做出卓越贡献的艺术家，未来将向更多艺术美学领域进一步拓展，更好支持和发扬中国传统文化美学，持续支持中国艺术发展。据悉，“第一坊金逸奖”的诞生源于中国互联网艺术大会秘书长王嘉沐与水井坊相关负责人在商谈第二届中国互联网艺术大会合作的过程中，触发了这个创意，取名“第一坊金逸奖”源自中国传统文化中对于绘画艺术的评价，唐宋八大家之一的苏辙在“汝州龙兴寺修吴画殿记”一文中提到“画格有四，曰能、妙、神、逸，盖能不及妙，妙不及神，神不及逸”。以“逸”代表绘画的最高境界，金逸奖取其意、表达向艺术美学领域实现更高突破、取得杰出成就、做出卓越贡献的艺术家致敬。经过半年多时间的持续努力和推进，诞生了今天这个大奖。“金逸奖”委员会成员包括知名艺术家丁绍光、中央美术学院副院长谭平等。金逸奖奖杯金逸奖发布会现场在12日举行的发布会上，“第一坊金逸奖”奖杯也露出真容，这座由丁绍光设计，联手青年艺术家贾维克创作而成的奖杯描绘了一个象征艺术与腾飞的东方女神，并由上海老凤祥有限公司承接制作。奖杯耗用一公斤黄金、由老凤祥两位国家级工艺美术大师张京羊与张心一亲自领衔把关制作，以老凤祥国家级非物质文化遗产“金银细工”制作技艺，运用锻造、翻模、精铸、錾刻、焊接、抛镀等工艺精心制作。据悉，目前国内针对艺术的大奖中，“中国美术奖”由中国文学艺术界联合会、中国美术家协会等主办，“徐悲鸿美术奖”由中国文化艺术联合会于2003年设立，是全国画院系统中的最高学术奖项。不少大型国际艺术机构也都设有自己的奖项，如泰特美术馆的特纳奖、蓬皮杜艺术中心的马歇尔杜尚奖、上海当代艺术博物馆的青年策展人奖项等，而这些奖项对于社会和艺术的影响力也与日俱增。其中特纳奖（Turner）作为欧洲乃至享誉世界的当代艺术大奖，以英国绘画泰斗威廉・特纳的名字命名，以发展和推动先锋艺术为宗旨，奖金2.5万英镑。颁发给在前一年中举办过出色展览或以其他方式展示其作品的50岁以下英国艺术家。在英国，“约翰・莫尔绘画奖”是一项没有赞助商、行政官僚参与的绘画奖，其设立初衷是希望能够吸引最优秀的艺术家，奉献最优质的绘画作品。英国泰特美术馆，每年特纳奖入围作品均在该馆展览。图源：泰特美术馆<U+00A0>“2020约翰・莫尔绘画奖（中国）作品展”展览现场也有观点认为，艺术创造是非常个人化的行为，因此艺术只有主观意义上的好恶之分，而无客观层面上的好坏之分，很难以评奖的形式来对艺术的价值做出令人信服的判断。(本文来自澎湃新闻，更多原创资讯请下载“澎湃新闻”APP)
            "
